index,date,status,weekly,cumulative,weeklyrate,cumulativerate
497,200530,All,5,5,0,0
508,200530,All,5,5,0,0
543,200530,All,5,5,0,0
554,200530,All,5,5,0,0
558,200530,All,5,5,0,0
2,200531,All,5,5,0,0
9,200531,All,5,6,1,0.83
9,200531,AtRisk,5,5,1,0.83
11,200531,All,5,5,0,0
16,200531,All,7,11,0.71,0.45
16,200531,AtRisk,5,5,0.71,0.45
18,200531,All,,5,0,0
19,200531,All,5,5,0,0
21,200531,All,5,5,1,1
21,200531,AtRisk,5,5,1,1
22,200531,All,5,5,0,0
25,200531,All,5,5,0,0
30,200531,All,5,5,0,0
32,200531,All,5,5,0,0
33,200531,All,5,5,0,0
34,200531,All,5,5,1,1
34,200531,AtRisk,5,5,1,1
35,200531,All,14,14,0.36,0.36
35,200531,AtRisk,5,5,0.36,0.36
37,200531,All,5,5,0,0
38,200531,All,5,5,0,0
42,200531,All,5,5,0,0
43,200531,All,11,11,0.45,0.45
43,200531,AtRisk,5,5,0.45,0.45
44,200531,All,8,8,0,0
63,200531,All,5,5,0,0
64,200531,All,5,5,0,0
65,200531,All,5,5,0,0
75,200531,All,11,11,0.45,0.45
75,200531,AtRisk,5,5,0.45,0.45
76,200531,All,5,5,0,0
77,200531,All,24,24,0.21,0.21
77,200531,AtRisk,5,5,0.21,0.21
83,200531,All,5,5,0,0
84,200531,All,5,5,0,0
86,200531,All,17,17,0.29,0.29
86,200531,AtRisk,5,5,0.29,0.29
87,200531,All,5,5,0,0
88,200531,All,5,5,0,0
89,200531,All,13,14,0.38,0.36
89,200531,AtRisk,5,5,0.38,0.36
94,200531,All,5,5,0,0
97,200531,All,5,5,0,0
98,200531,All,5,5,0,0
99,200531,All,5,5,0,0
100,200531,All,5,5,1,1
100,200531,AtRisk,5,5,1,1
101,200531,All,7,8,0.71,0.62
101,200531,AtRisk,5,5,0.71,0.62
102,200531,All,5,5,0,0
104,200531,All,5,5,0,0
105,200531,All,5,5,0,0
107,200531,All,5,5,0,0
109,200531,All,5,5,0,0
111,200531,All,5,5,1,1
111,200531,AtRisk,5,5,1,1
114,200531,All,5,5,0,0
116,200531,All,5,5,0,0
120,200531,All,5,5,0,0
122,200531,All,5,5,0,0
123,200531,All,5,5,0,0
125,200531,All,5,5,0,0
126,200531,All,5,5,0,0
132,200531,All,5,5,0,0
135,200531,All,5,5,0,0
138,200531,All,5,5,0,0
144,200531,All,5,5,0,0
146,200531,All,5,5,0,0
148,200531,All,5,5,0,0
149,200531,All,7,12,,0.42
149,200531,AtRisk,,5,,0.42
150,200531,All,5,5,1,1
150,200531,AtRisk,5,5,1,1
151,200531,All,5,5,1,1
151,200531,AtRisk,5,5,1,1
152,200531,All,5,5,1,1
152,200531,AtRisk,5,5,1,1
153,200531,All,5,5,1,1
153,200531,AtRisk,5,5,1,1
158,200531,All,5,5,0,0
159,200531,All,5,5,0,0
164,200531,All,5,5,0,0
169,200531,All,5,5,0,0
177,200531,All,5,5,,1
177,200531,AtRisk,,5,,1
178,200531,All,,5,0,0
180,200531,All,5,5,1,1
180,200531,AtRisk,5,5,1,1
181,200531,All,5,5,0,0
187,200531,All,5,5,0,0
188,200531,All,5,5,0,0
190,200531,All,5,5,0,0
191,200531,All,34,60,0.15,0.1
191,200531,AtRisk,5,6,0.15,0.1
194,200531,All,5,5,1,1
194,200531,AtRisk,5,5,1,1
197,200531,All,5,5,0,0
198,200531,All,5,5,1,1
198,200531,AtRisk,5,5,1,1
200,200531,All,5,5,0,0
202,200531,All,5,5,0,0
204,200531,All,31,41,0.16,0.15
204,200531,AtRisk,5,6,0.16,0.15
205,200531,All,5,5,0,0
206,200531,All,5,5,1,1
206,200531,AtRisk,5,5,1,1
216,200531,All,5,5,1,1
216,200531,AtRisk,5,5,1,1
217,200531,All,5,5,1,1
217,200531,AtRisk,5,5,1,1
218,200531,All,30,49,0.17,0.14
218,200531,AtRisk,5,7,0.17,0.14
230,200531,All,5,5,0,0
231,200531,All,8,13,0.62,0.38
231,200531,AtRisk,5,5,0.62,0.38
232,200531,All,5,5,0,0
234,200531,All,12,12,0.42,0.42
234,200531,AtRisk,5,5,0.42,0.42
236,200531,All,5,5,1,1
236,200531,AtRisk,5,5,1,1
242,200531,All,5,5,1,1
242,200531,AtRisk,5,5,1,1
243,200531,All,5,5,0,0
244,200531,All,5,5,0,0
245,200531,All,,5,0,0
246,200531,All,5,5,1,1
246,200531,AtRisk,5,5,1,1
254,200531,All,5,5,1,1
254,200531,AtRisk,5,5,1,1
255,200531,All,5,5,1,1
255,200531,AtRisk,5,5,1,1
256,200531,All,6,9,0,0
257,200531,All,7,8,0.71,0.62
257,200531,AtRisk,5,5,0.71,0.62
258,200531,All,5,5,1,1
258,200531,AtRisk,5,5,1,1
260,200531,All,7,7,0,0
263,200531,All,5,5,0,0
268,200531,All,7,7,0,0
269,200531,All,5,7,0,0
270,200531,All,5,5,0,0
271,200531,All,5,5,0,0
272,200531,All,5,5,0,0
279,200531,All,5,5,0,0
281,200531,All,65,73,0.09,0.08
281,200531,AtRisk,6,6,0.09,0.08
282,200531,All,8,8,0,0
283,200531,All,8,9,0,0
284,200531,All,5,5,0,0
285,200531,All,5,5,0,0
287,200531,All,5,5,0,0
291,200531,All,5,5,0,0
292,200531,All,22,27,0.23,0.19
292,200531,AtRisk,5,5,0.23,0.19
293,200531,All,9,9,0.56,0.56
293,200531,AtRisk,5,5,0.56,0.56
294,200531,All,7,7,0.71,0.71
294,200531,AtRisk,5,5,0.71,0.71
295,200531,All,10,10,0,0
296,200531,All,5,5,1,1
296,200531,AtRisk,5,5,1,1
299,200531,All,5,5,0,0
303,200531,All,5,5,0,0
304,200531,All,5,5,1,1
304,200531,AtRisk,5,5,1,1
305,200531,All,64,80,0.12,0.1
305,200531,AtRisk,8,8,0.12,0.1
306,200531,All,21,23,0.24,0.22
306,200531,AtRisk,5,5,0.24,0.22
307,200531,All,6,8,0.83,0.62
307,200531,AtRisk,5,5,0.83,0.62
314,200531,All,5,5,0,0
316,200531,All,27,39,0.19,0.13
316,200531,AtRisk,5,5,0.19,0.13
317,200531,All,7,10,0.71,0.5
317,200531,AtRisk,5,5,0.71,0.5
318,200531,All,54,65,0.09,0.08
318,200531,AtRisk,5,5,0.09,0.08
319,200531,All,17,24,0,0
320,200531,All,5,5,0,0
321,200531,All,5,5,0,0
322,200531,All,5,5,0,0
325,200531,All,5,5,0,0
328,200531,All,7,12,0,0
329,200531,All,37,39,0.14,0.13
329,200531,AtRisk,5,5,0.14,0.13
330,200531,All,67,80,0.07,0.06
330,200531,AtRisk,5,5,0.07,0.06
331,200531,All,5,5,0,0
338,200531,All,24,32,0.21,0.16
338,200531,AtRisk,5,5,0.21,0.16
339,200531,All,74,83,0.11,0.1
339,200531,AtRisk,8,8,0.11,0.1
340,200531,All,19,23,0.26,0.22
340,200531,AtRisk,5,5,0.26,0.22
346,200531,All,18,26,0.28,0.19
346,200531,AtRisk,5,5,0.28,0.19
347,200531,All,65,79,0.08,0.06
347,200531,AtRisk,5,5,0.08,0.06
348,200531,All,5,6,0,0
351,200531,All,5,5,0,0
353,200531,All,48,57,0.1,0.09
353,200531,AtRisk,5,5,0.1,0.09
354,200531,All,8,8,0,0
356,200531,All,5,5,0,0
359,200531,All,24,26,0.21,0.19
359,200531,AtRisk,5,5,0.21,0.19
360,200531,All,8,11,0.62,0.45
360,200531,AtRisk,5,5,0.62,0.45
365,200531,All,5,5,0,0
366,200531,All,5,5,1,1
366,200531,AtRisk,5,5,1,1
370,200531,All,5,6,1,0.83
370,200531,AtRisk,5,5,1,0.83
371,200531,All,7,7,0,0
372,200531,All,5,5,0,0
375,200531,All,5,5,1,1
375,200531,AtRisk,5,5,1,1
376,200531,All,6,6,0.83,0.83
376,200531,AtRisk,5,5,0.83,0.83
384,200531,All,7,7,0.71,0.71
384,200531,AtRisk,5,5,0.71,0.71
388,200531,All,5,5,0,0
399,200531,All,5,5,0,0
421,200531,All,5,5,0,0
424,200531,All,5,5,0,0
429,200531,All,5,5,0,0
430,200531,All,5,5,0,0
435,200531,All,5,5,0,0
442,200531,All,5,5,0,0
467,200531,All,5,5,0,0
480,200531,All,5,5,0,0
486,200531,All,5,5,0,0
489,200531,All,6,6,0,0
497,200531,All,5,5,0,0
508,200531,All,5,5,0,0
543,200531,All,5,5,0,0
546,200531,All,5,5,0,0
554,200531,All,5,5,0,0
558,200531,All,5,5,0,0
2,200601,All,5,5,0,0
9,200601,All,17,18,0.29,0.33
9,200601,AtRisk,5,6,0.29,0.33
11,200601,All,8,8,0,0
16,200601,All,14,18,0.36,0.28
16,200601,AtRisk,5,5,0.36,0.28
18,200601,All,,5,0,0
19,200601,All,6,6,0,0
21,200601,All,5,5,1,1
21,200601,AtRisk,5,5,1,1
22,200601,All,5,5,0,0
25,200601,All,5,5,0,0
30,200601,All,5,5,0,0
32,200601,All,5,5,0,0
33,200601,All,5,5,0,0
34,200601,All,11,11,0.45,0.45
34,200601,AtRisk,5,5,0.45,0.45
35,200601,All,20,20,0.25,0.25
35,200601,AtRisk,5,5,0.25,0.25
37,200601,All,5,5,0,0
38,200601,All,5,5,0,0
40,200601,All,5,5,0,0
42,200601,All,5,5,0,0
43,200601,All,39,39,0.13,0.13
43,200601,AtRisk,5,5,0.13,0.13
44,200601,All,8,8,0,0
45,200601,All,5,5,0,0
49,200601,All,5,5,1,1
49,200601,AtRisk,5,5,1,1
54,200601,All,5,5,0,0
63,200601,All,6,6,0,0
64,200601,All,5,5,0,0
65,200601,All,10,10,0,0
66,200601,All,5,5,0,0
67,200601,All,5,5,0,0
71,200601,All,5,5,0,0
74,200601,All,5,5,0,0
75,200601,All,24,24,0.21,0.21
75,200601,AtRisk,5,5,0.21,0.21
76,200601,All,5,5,0,0
77,200601,All,82,82,0.06,0.06
77,200601,AtRisk,5,5,0.06,0.06
78,200601,All,5,5,0,0
79,200601,All,5,5,0,0
83,200601,All,11,11,0,0
84,200601,All,5,5,0,0
86,200601,All,35,35,0.14,0.14
86,200601,AtRisk,5,5,0.14,0.14
87,200601,All,8,8,0,0
88,200601,All,17,17,0,0
89,200601,All,43,44,0.12,0.11
89,200601,AtRisk,5,5,0.12,0.11
91,200601,All,5,5,0,0
93,200601,All,5,5,0,0
94,200601,All,8,8,0,0
97,200601,All,5,5,0,0
98,200601,All,5,5,0,0
99,200601,All,13,13,0,0
100,200601,All,5,5,1,1
100,200601,AtRisk,5,5,1,1
101,200601,All,15,16,0.33,0.31
101,200601,AtRisk,5,5,0.33,0.31
102,200601,All,5,5,0,0
104,200601,All,5,5,0,0
105,200601,All,7,7,0,0
106,200601,All,5,5,0,0
107,200601,All,7,7,0,0
109,200601,All,6,6,0,0
111,200601,All,5,5,1,1
111,200601,AtRisk,5,5,1,1
112,200601,All,5,5,0,0
114,200601,All,5,5,0,0
115,200601,All,5,5,1,1
115,200601,AtRisk,5,5,1,1
116,200601,All,5,5,0,0
117,200601,All,5,5,0,0
119,200601,All,5,5,0,0
120,200601,All,5,5,0,0
122,200601,All,5,5,0,0
123,200601,All,7,7,0,0
124,200601,All,5,5,0,0
125,200601,All,7,8,0,0
126,200601,All,5,5,0,0
127,200601,All,5,5,0,0
128,200601,All,5,5,0,0
132,200601,All,6,6,0,0
135,200601,All,5,5,0,0
138,200601,All,5,5,0,0
141,200601,All,5,5,0,0
142,200601,All,5,5,1,1
142,200601,AtRisk,5,5,1,1
144,200601,All,5,5,0,0
146,200601,All,6,6,0,0
148,200601,All,5,5,1,1
148,200601,AtRisk,5,5,1,1
149,200601,All,14,19,,0.26
149,200601,AtRisk,,5,,0.26
150,200601,All,5,5,1,1
150,200601,AtRisk,5,5,1,1
151,200601,All,5,5,1,1
151,200601,AtRisk,5,5,1,1
152,200601,All,5,5,1,1
152,200601,AtRisk,5,5,1,1
153,200601,All,7,7,0.71,0.71
153,200601,AtRisk,5,5,0.71,0.71
154,200601,All,5,5,0,0
158,200601,All,5,5,0,0
159,200601,All,5,5,0,0
164,200601,All,5,5,0,0
168,200601,All,5,5,0,0
169,200601,All,5,5,0,0
174,200601,All,5,5,0,0
176,200601,All,5,5,0,0
177,200601,All,7,9,,0.56
177,200601,AtRisk,,5,,0.56
178,200601,All,,5,0,0
180,200601,All,6,6,0.83,0.83
180,200601,AtRisk,5,5,0.83,0.83
181,200601,All,5,5,0,0
187,200601,All,5,5,0,0
188,200601,All,5,5,0,0
190,200601,All,6,6,0,0
191,200601,All,75,101,0.08,0.08
191,200601,AtRisk,6,8,0.08,0.08
194,200601,All,5,5,1,1
194,200601,AtRisk,5,5,1,1
197,200601,All,5,5,0,0
198,200601,All,5,5,1,1
198,200601,AtRisk,5,5,1,1
200,200601,All,5,5,0,0
202,200601,All,5,5,0,0
203,200601,All,5,5,0,0
204,200601,All,57,67,0.16,0.15
204,200601,AtRisk,9,10,0.16,0.15
205,200601,All,5,5,0,0
206,200601,All,5,5,1,1
206,200601,AtRisk,5,5,1,1
216,200601,All,15,16,0.33,0.31
216,200601,AtRisk,5,5,0.33,0.31
217,200601,All,5,5,1,1
217,200601,AtRisk,5,5,1,1
218,200601,All,49,68,0.1,0.1
218,200601,AtRisk,5,7,0.1,0.1
229,200601,All,5,5,0,0
230,200601,All,6,6,0,0
231,200601,All,11,16,0.45,0.31
231,200601,AtRisk,5,5,0.45,0.31
232,200601,All,5,5,0,0
233,200601,All,5,5,0,0
234,200601,All,17,17,0.29,0.29
234,200601,AtRisk,5,5,0.29,0.29
236,200601,All,5,5,1,1
236,200601,AtRisk,5,5,1,1
240,200601,All,5,5,0,0
242,200601,All,5,5,1,1
242,200601,AtRisk,5,5,1,1
243,200601,All,7,7,0.71,0.71
243,200601,AtRisk,5,5,0.71,0.71
244,200601,All,5,5,0,0
245,200601,All,,5,0,0
246,200601,All,14,14,0.36,0.36
246,200601,AtRisk,5,5,0.36,0.36
254,200601,All,5,5,1,1
254,200601,AtRisk,5,5,1,1
255,200601,All,8,8,0.62,0.62
255,200601,AtRisk,5,5,0.62,0.62
256,200601,All,9,12,0,0
257,200601,All,11,12,0.45,0.42
257,200601,AtRisk,5,5,0.45,0.42
258,200601,All,6,6,0.83,0.83
258,200601,AtRisk,5,5,0.83,0.83
260,200601,All,19,19,0,0
263,200601,All,5,5,0,0
268,200601,All,13,13,0,0
269,200601,All,5,8,0,0
270,200601,All,5,5,0,0
271,200601,All,8,8,0,0
272,200601,All,5,5,0,0
279,200601,All,5,5,0,0
281,200601,All,97,105,0.09,0.09
281,200601,AtRisk,9,9,0.09,0.09
282,200601,All,10,10,0,0
283,200601,All,13,14,0,0
284,200601,All,5,5,0,0
285,200601,All,5,5,0,0
287,200601,All,5,5,0,0
291,200601,All,5,5,0,0
292,200601,All,39,44,0.13,0.11
292,200601,AtRisk,5,5,0.13,0.11
293,200601,All,18,18,0.28,0.28
293,200601,AtRisk,5,5,0.28,0.28
294,200601,All,17,17,0.29,0.29
294,200601,AtRisk,5,5,0.29,0.29
295,200601,All,15,15,0.33,0.33
295,200601,AtRisk,5,5,0.33,0.33
296,200601,All,5,5,1,1
296,200601,AtRisk,5,5,1,1
299,200601,All,5,5,0,0
303,200601,All,5,5,0,0
304,200601,All,5,5,1,1
304,200601,AtRisk,5,5,1,1
305,200601,All,100,116,0.09,0.08
305,200601,AtRisk,9,9,0.09,0.08
306,200601,All,38,40,0.16,0.15
306,200601,AtRisk,6,6,0.16,0.15
307,200601,All,10,12,0.5,0.42
307,200601,AtRisk,5,5,0.5,0.42
309,200601,All,5,5,0,0
314,200601,All,5,5,0,0
316,200601,All,35,47,0.14,0.11
316,200601,AtRisk,5,5,0.14,0.11
317,200601,All,18,21,0.28,0.24
317,200601,AtRisk,5,5,0.28,0.24
318,200601,All,98,109,0.05,0.05
318,200601,AtRisk,5,5,0.05,0.05
319,200601,All,36,43,0,0
320,200601,All,5,5,1,1
320,200601,AtRisk,5,5,1,1
321,200601,All,5,5,0,0
322,200601,All,5,5,0,0
325,200601,All,5,5,0,0
328,200601,All,11,16,0,0
329,200601,All,67,69,0.1,0.1
329,200601,AtRisk,7,7,0.1,0.1
330,200601,All,98,112,0.05,0.04
330,200601,AtRisk,5,5,0.05,0.04
331,200601,All,9,9,0,0
338,200601,All,32,40,0.16,0.12
338,200601,AtRisk,5,5,0.16,0.12
339,200601,All,122,131,0.07,0.07
339,200601,AtRisk,9,9,0.07,0.07
340,200601,All,41,45,0.12,0.11
340,200601,AtRisk,5,5,0.12,0.11
341,200601,All,5,5,0,0
346,200601,All,31,39,0.16,0.13
346,200601,AtRisk,5,5,0.16,0.13
347,200601,All,112,126,0.05,0.05
347,200601,AtRisk,6,6,0.05,0.05
348,200601,All,8,9,0,0
349,200601,All,5,5,0,0
351,200601,All,5,5,0,0
353,200601,All,92,101,0.05,0.05
353,200601,AtRisk,5,5,0.05,0.05
354,200601,All,24,24,0,0
356,200601,All,5,5,0,0
359,200601,All,46,48,0.11,0.1
359,200601,AtRisk,5,5,0.11,0.1
360,200601,All,13,16,0.38,0.31
360,200601,AtRisk,5,5,0.38,0.31
365,200601,All,6,6,0,0
366,200601,All,5,5,1,1
366,200601,AtRisk,5,5,1,1
370,200601,All,10,11,0.5,0.45
370,200601,AtRisk,5,5,0.5,0.45
371,200601,All,12,12,0,0
372,200601,All,5,5,0,0
375,200601,All,5,5,1,1
375,200601,AtRisk,5,5,1,1
376,200601,All,13,13,0.38,0.38
376,200601,AtRisk,5,5,0.38,0.38
384,200601,All,9,9,0.56,0.56
384,200601,AtRisk,5,5,0.56,0.56
388,200601,All,5,5,0,0
399,200601,All,5,5,0,0
421,200601,All,5,5,0,0
424,200601,All,5,5,0,0
429,200601,All,5,5,0,0
430,200601,All,5,5,0,0
435,200601,All,5,5,0,0
442,200601,All,5,5,0,0
455,200601,All,5,5,0,0
467,200601,All,5,5,0,0
471,200601,All,5,5,0,0
480,200601,All,5,5,0,0
482,200601,All,5,5,0,0
484,200601,All,5,5,0,0
486,200601,All,5,5,0,0
489,200601,All,6,6,0,0
497,200601,All,5,5,0,0
508,200601,All,5,5,0,0
543,200601,All,5,5,0,0
546,200601,All,5,5,0,0
548,200601,All,5,5,0,0
554,200601,All,5,5,0,0
558,200601,All,5,5,0,0
2,200602,All,5,5,0,0
9,200602,All,31,32,0.16,0.19
9,200602,AtRisk,5,6,0.16,0.19
11,200602,All,10,10,0,0
16,200602,All,23,28,0.22,0.18
16,200602,AtRisk,5,5,0.22,0.18
18,200602,All,5,5,0,0
19,200602,All,11,11,0,0
21,200602,All,10,10,0.5,0.5
21,200602,AtRisk,5,5,0.5,0.5
22,200602,All,,5,0,0
25,200602,All,6,6,0,0
30,200602,All,10,10,0,0
31,200602,All,5,5,0,0
32,200602,All,5,5,0,0
33,200602,All,5,5,0,0
34,200602,All,17,17,0.29,0.29
34,200602,AtRisk,5,5,0.29,0.29
35,200602,All,38,38,0.13,0.13
35,200602,AtRisk,5,5,0.13,0.13
37,200602,All,5,5,0,0
38,200602,All,5,5,0,0
40,200602,All,5,5,0,0
41,200602,All,5,5,0,0
42,200602,All,9,9,0,0
43,200602,All,68,68,0.09,0.09
43,200602,AtRisk,6,6,0.09,0.09
44,200602,All,10,10,0,0
45,200602,All,7,7,0,0
48,200602,All,5,5,0,0
49,200602,All,5,5,1,1
49,200602,AtRisk,5,5,1,1
51,200602,All,5,5,0,0
54,200602,All,5,5,0,0
55,200602,All,5,5,0,0
57,200602,All,5,5,0,0
63,200602,All,8,8,0,0
64,200602,All,10,10,0,0
65,200602,All,17,17,0,0
66,200602,All,7,7,0,0
67,200602,All,11,11,0,0
71,200602,All,5,5,0,0
74,200602,All,9,9,0,0
75,200602,All,42,42,0.12,0.12
75,200602,AtRisk,5,5,0.12,0.12
76,200602,All,5,5,0,0
77,200602,All,145,145,0.05,0.05
77,200602,AtRisk,7,7,0.05,0.05
78,200602,All,5,5,0,0
79,200602,All,5,5,0,0
83,200602,All,17,17,0,0
84,200602,All,5,5,0,0
86,200602,All,50,50,0.1,0.1
86,200602,AtRisk,5,5,0.1,0.1
87,200602,All,11,11,0,0
88,200602,All,36,36,0,0
89,200602,All,85,86,0.06,0.06
89,200602,AtRisk,5,5,0.06,0.06
91,200602,All,5,5,0,0
93,200602,All,5,5,0,0
94,200602,All,15,15,0,0
97,200602,All,5,5,0,0
98,200602,All,5,5,0,0
99,200602,All,26,26,0,0
100,200602,All,5,5,1,1
100,200602,AtRisk,5,5,1,1
101,200602,All,24,25,0.21,0.2
101,200602,AtRisk,5,5,0.21,0.2
102,200602,All,7,7,0,0
103,200602,All,5,5,0,0
104,200602,All,5,5,0,0
105,200602,All,10,10,0.5,0.5
105,200602,AtRisk,5,5,0.5,0.5
106,200602,All,5,5,0,0
107,200602,All,11,11,0,0
109,200602,All,9,9,0,0
111,200602,All,5,5,1,1
111,200602,AtRisk,5,5,1,1
112,200602,All,5,5,0,0
114,200602,All,5,5,0,0
115,200602,All,6,6,0.83,0.83
115,200602,AtRisk,5,5,0.83,0.83
116,200602,All,5,5,0,0
117,200602,All,5,5,0,0
118,200602,All,5,5,0,0
119,200602,All,6,6,0,0
120,200602,All,6,6,0,0
122,200602,All,5,5,0,0
123,200602,All,25,25,0.2,0.2
123,200602,AtRisk,5,5,0.2,0.2
124,200602,All,5,5,0,0
125,200602,All,12,13,0,0
126,200602,All,8,8,0,0
127,200602,All,5,5,0,0
128,200602,All,5,5,0,0
131,200602,All,5,5,0,0
132,200602,All,7,7,0,0
135,200602,All,5,5,0,0
136,200602,All,5,5,0,0
138,200602,All,5,5,0,0
141,200602,All,5,5,0,0
142,200602,All,9,9,0.56,0.56
142,200602,AtRisk,5,5,0.56,0.56
144,200602,All,6,6,0,0
146,200602,All,10,10,0,0
148,200602,All,7,7,0.71,0.71
148,200602,AtRisk,5,5,0.71,0.71
149,200602,All,24,31,,0.16
149,200602,AtRisk,,5,,0.16
150,200602,All,5,5,1,1
150,200602,AtRisk,5,5,1,1
151,200602,All,5,5,1,1
151,200602,AtRisk,5,5,1,1
152,200602,All,6,7,0.83,0.71
152,200602,AtRisk,5,5,0.83,0.71
153,200602,All,9,9,0.56,0.56
153,200602,AtRisk,5,5,0.56,0.56
154,200602,All,5,5,0,0
158,200602,All,5,5,0,0
159,200602,All,6,6,0,0
164,200602,All,8,9,0,0
166,200602,All,5,5,0,0
168,200602,All,5,5,0,0
169,200602,All,5,5,0,0
174,200602,All,5,5,1,1
174,200602,AtRisk,5,5,1,1
176,200602,All,5,5,0,0
177,200602,All,13,15,,0.33
177,200602,AtRisk,,5,,0.33
178,200602,All,,5,0,0
180,200602,All,8,8,0.62,0.62
180,200602,AtRisk,5,5,0.62,0.62
181,200602,All,5,5,0,0
183,200602,All,5,5,0,0
187,200602,All,8,8,0,0
188,200602,All,5,5,0,0
190,200602,All,13,13,0,0
191,200602,All,118,150,0.04,0.05
191,200602,AtRisk,5,8,0.04,0.05
194,200602,All,5,5,1,1
194,200602,AtRisk,5,5,1,1
196,200602,All,5,5,0,0
197,200602,All,5,5,0,0
198,200602,All,8,8,0.62,0.62
198,200602,AtRisk,5,5,0.62,0.62
200,200602,All,9,9,0,0
201,200602,All,5,5,0,0
202,200602,All,6,6,0,0
203,200602,All,5,5,0,0
204,200602,All,89,105,0.1,0.1
204,200602,AtRisk,9,10,0.1,0.1
205,200602,All,6,7,0,0
206,200602,All,5,5,,1
206,200602,AtRisk,,5,,1
207,200602,All,5,5,0,0
215,200602,All,5,5,0,0
216,200602,All,27,28,0.19,0.18
216,200602,AtRisk,5,5,0.19,0.18
217,200602,All,5,5,1,1
217,200602,AtRisk,5,5,1,1
218,200602,All,80,102,0.06,0.1
218,200602,AtRisk,5,10,0.06,0.1
229,200602,All,5,5,0,0
230,200602,All,11,11,0,0
231,200602,All,12,19,0.42,0.26
231,200602,AtRisk,5,5,0.42,0.26
232,200602,All,5,6,0,0
233,200602,All,5,5,0,0
234,200602,All,34,34,0.15,0.15
234,200602,AtRisk,5,5,0.15,0.15
235,200602,All,5,5,0,0
236,200602,All,7,7,0.71,0.71
236,200602,AtRisk,5,5,0.71,0.71
240,200602,All,5,5,0,0
242,200602,All,6,6,0.83,0.83
242,200602,AtRisk,5,5,0.83,0.83
243,200602,All,7,7,0.71,0.71
243,200602,AtRisk,5,5,0.71,0.71
244,200602,All,5,5,0,0
245,200602,All,5,5,0,0
246,200602,All,18,18,0.28,0.28
246,200602,AtRisk,5,5,0.28,0.28
250,200602,All,5,5,0,0
254,200602,All,5,5,1,1
254,200602,AtRisk,5,5,1,1
255,200602,All,11,12,0.45,0.42
255,200602,AtRisk,5,5,0.45,0.42
256,200602,All,9,13,0,0
257,200602,All,23,24,0.22,0.21
257,200602,AtRisk,5,5,0.22,0.21
258,200602,All,7,7,0.71,0.71
258,200602,AtRisk,5,5,0.71,0.71
260,200602,All,35,35,0,0
261,200602,All,5,5,0,0
263,200602,All,5,5,0,0
268,200602,All,18,18,0,0
269,200602,All,9,13,0,0
270,200602,All,7,7,0,0
271,200602,All,12,12,0,0
272,200602,All,6,7,0,0
279,200602,All,5,5,0,0
281,200602,All,145,153,0.08,0.07
281,200602,AtRisk,11,11,0.08,0.07
282,200602,All,22,22,0.23,0.23
282,200602,AtRisk,5,5,0.23,0.23
283,200602,All,22,23,0,0
284,200602,All,5,5,0,0
285,200602,All,10,10,0,0
287,200602,All,5,5,0,0
291,200602,All,5,5,0,0
292,200602,All,58,65,0.09,0.08
292,200602,AtRisk,5,5,0.09,0.08
293,200602,All,34,34,0.15,0.15
293,200602,AtRisk,5,5,0.15,0.15
294,200602,All,25,25,0.2,0.2
294,200602,AtRisk,5,5,0.2,0.2
295,200602,All,21,21,0.24,0.24
295,200602,AtRisk,5,5,0.24,0.24
296,200602,All,5,5,1,1
296,200602,AtRisk,5,5,1,1
299,200602,All,6,6,0,0
303,200602,All,7,7,0,0
304,200602,All,9,9,0.56,0.56
304,200602,AtRisk,5,5,0.56,0.56
305,200602,All,153,172,0.08,0.08
305,200602,AtRisk,13,13,0.08,0.08
306,200602,All,71,74,0.11,0.11
306,200602,AtRisk,8,8,0.11,0.11
307,200602,All,23,25,0.22,0.2
307,200602,AtRisk,5,5,0.22,0.2
308,200602,All,5,5,0,0
309,200602,All,5,5,0,0
313,200602,All,5,5,0,0
314,200602,All,5,5,0,0
316,200602,All,51,66,0.1,0.08
316,200602,AtRisk,5,5,0.1,0.08
317,200602,All,32,36,0.16,0.14
317,200602,AtRisk,5,5,0.16,0.14
318,200602,All,159,170,0.03,0.03
318,200602,AtRisk,5,5,0.03,0.03
319,200602,All,56,63,0.09,0.08
319,200602,AtRisk,5,5,0.09,0.08
320,200602,All,11,11,0.45,0.45
320,200602,AtRisk,5,5,0.45,0.45
321,200602,All,7,7,0,0
322,200602,All,5,5,0,0
325,200602,All,5,5,0,0
328,200602,All,14,20,0,0
329,200602,All,109,112,0.08,0.08
329,200602,AtRisk,9,9,0.08,0.08
330,200602,All,183,199,0.03,0.03
330,200602,AtRisk,6,6,0.03,0.03
331,200602,All,17,17,0.29,0.29
331,200602,AtRisk,5,5,0.29,0.29
332,200602,All,5,5,0,0
334,200602,All,5,5,0,0
338,200602,All,51,61,0.1,0.08
338,200602,AtRisk,5,5,0.1,0.08
339,200602,All,198,211,0.06,0.05
339,200602,AtRisk,11,11,0.06,0.05
340,200602,All,59,64,0.08,0.08
340,200602,AtRisk,5,5,0.08,0.08
341,200602,All,7,7,0,0
342,200602,All,5,5,0,0
346,200602,All,46,54,0.11,0.09
346,200602,AtRisk,5,5,0.11,0.09
347,200602,All,198,214,0.04,0.04
347,200602,AtRisk,8,8,0.04,0.04
348,200602,All,12,13,0,0
349,200602,All,5,5,0,0
351,200602,All,5,5,0,0
353,200602,All,179,189,0.03,0.03
